cluster,keyword,volume,kd,cpc_usd,traffic_potential,intent_bucket,ahrefs_intents,serp_features,growth_12mo,opportunity,parent_keyword
Hari Raya / Aidilfitri / Aidiladha,halal raya cookies singapore,50,0,0.00,0,Other,,,0.0,177.8,
Ingredients / additives / haram check,halal pork,400,0,0.30,100,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,Image pack,People also ask,Video preview",1.17,261.3,halal pork
Ingredients / additives / haram check,plain vanilla halal,150,2,0.25,100,Commercial,"Informational,Commercial,Branded,Local","People also ask,Knowledge panel",0.0,216.4,plain vanilla halal
Ingredients / additives / haram check,halal gelatin,80,0,0.10,70,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","Shopping,Thumbnail,People also ask,Discussions,Image pack,Bottom ads",0.0,195.4,halal gelatin
Ingredients / additives / haram check,emulsifier 471 halal,80,0,0.00,0,Other,,,0.0,195.4,
Ingredients / additives / haram check,halal wine,80,0,0.25,20,Commercial,"Informational,Commercial,Non-branded,Non-local","People also ask,Knowledge panel,Image pack,Discussions,Shopping,Thumbnail,Sitelinks",0.0,195.4,halal wine
Ingredients / additives / haram check,e322 halal,80,0,0.00,60,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Video preview",0.0,195.4,e322 halal
Ingredients / additives / haram check,emulsifier 322 halal,70,0,0.00,60,Informational,"Informational,Non-branded,Non-local",People also ask,0.0,190.3,e322 halal
Ingredients / additives / haram check,e330 halal,70,0,0.00,0,Informational,"Informational,Non-branded,Non-local",,0.0,190.3,
Ingredients / additives / haram check,gelatin halal,60,0,0.08,40,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","People also ask,Shopping,Thumbnail,Discussions,Sitelinks",0.0,184.5,is gelatin halal
Ingredients / additives / haram check,e471 halal,60,0,0.40,10,Informational,"Informational,Non-branded,Non-local","People also ask,Sitelinks",0.0,184.5,e471 halal
Ingredients / additives / haram check,e621 halal,60,0,0.00,0,Informational,"Informational,Non-branded,Non-local",,0.0,184.5,
Ingredients / additives / haram check,halal mirin,60,1,0.10,40,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Non-local","People also ask,Image pack,Video preview",0.0,182.8,halal mirin
Ingredients / additives / haram check,e476 halal,50,0,0.00,20,Informational,"Informational,Non-branded,Non-local","AI Overview,Thumbnail,People also ask,Discussions,Sitelinks,Image pack",0.0,177.8,e476 halal
Ingredients / additives / haram check,halal wine singapore,50,0,0.15,20,Commercial,"Informational,Commercial,Non-branded,Local","AI Overview,Thumbnail,Local pack,People also ask,Video preview",0.0,177.8,halal wine singapore
Ingredients / additives / haram check,alcohol denat halal,50,0,0.00,0,Informational,"Informational,Non-branded,Non-local",,0.0,177.8,
Ingredients / additives / haram check,emulsifier halal,50,1,0.00,10,Commercial,"Informational,Commercial,Non-branded,Non-local","People also ask,Discussions",0.0,176.2,emulsifier halal
Ingredients / additives / haram check,no pork no lard restaurant singapore halal,50,0,0.00,0,Other,,,0.0,177.8,
Ingredients / additives / haram check,halal ingredients market,50,0,0.00,0,Other,,,0.0,177.8,
Location / mall / area local (pSEO),jem halal food,1400,0,0.20,900,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview",11.42,314.9,halal food jem
Location / mall / area local (pSEO),bugis halal food,1100,0,0.35,1000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview,Sitelinks,Thumbnail",9.41,304.5,bugis halal food
Location / mall / area local (pSEO),jewel halal food,1100,0,0.20,23000,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview,Thumbnail",3.5,406.1,jewel food
Location / mall / area local (pSEO),northpoint halal food,1100,0,0.60,13000,Commercial,"Informational,Commercial,Branded,Local","Local pack,Thumbnail,Video preview,Image pack",11.65,381.4,northpoint food
Location / mall / area local (pSEO),vivocity halal food,1100,0,0.40,38000,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview",10.99,427.9,vivocity food
Location / mall / area local (pSEO),jurong point halal food,1000,0,0.35,600,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask,Thumbnail,Video preview",11.3,300.4,jurong point halal food
Location / mall / area local (pSEO),westgate halal food,1000,0,0.30,800,Informational,"Informational,Non-branded,Local","Local pack,Thumbnail,Video preview,Sitelinks,Image pack",10.77,300.4,westgate halal food
Location / mall / area local (pSEO),halal food orchard,1000,0,0.25,1200,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Discussions,Video preview",5.98,300.4,halal food orchard
Location / mall / area local (pSEO),vivo halal food,900,0,0.35,38000,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview,Image pack",12.12,427.9,vivocity food
Location / mall / area local (pSEO),marina square halal food,800,0,0.20,200,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview,Thumbnail",10.88,290.8,marina square halal food
Location / mall / area local (pSEO),halal food bugis,700,0,0.35,1000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Video preview,Sitelinks",9.64,285.1,bugis halal food
Location / mall / area local (pSEO),halal food vivocity,700,0,0.40,31000,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview,People also ask",11.77,419.1,vivocity food
Location / mall / area local (pSEO),nex halal food,700,0,0.30,300,Commercial,"Informational,Commercial,Branded,Local","People also ask,Knowledge panel,Video preview",10.77,285.1,nex halal food
Location / mall / area local (pSEO),imm halal food,700,0,0.25,450,Informational,"Informational,Branded,Local","Thumbnail,Discussions,Knowledge panel",10.37,285.1,imm halal food
Location / mall / area local (pSEO),arab street halal food,700,0,0.35,700,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail,Discussions,Sitelinks,Video preview",5.71,285.1,arab street halal food
Location / mall / area local (pSEO),suntec halal food,700,0,0.40,800,Commercial,"Informational,Commercial,Branded,Local","Local pack,Thumbnail,Sitelinks,Video preview",8.32,285.1,suntec halal food
Location / mall / area local (pSEO),tampines halal food,700,0,0.20,600,Transactional/Local,"Informational,Commercial,Transactional,Non-branded,Local","Local pack,Video preview,Thumbnail",11.15,285.1,halal food tampines
Location / mall / area local (pSEO),suntec city halal food,600,0,0.30,800,Informational,"Informational,Branded,Local","Local pack,Video preview,Image pack",7.94,278.5,suntec halal food
Location / mall / area local (pSEO),tampines hub halal food,600,0,0.35,500,Commercial,"Informational,Commercial,Branded,Local","Local pack,Thumbnail,Video preview",10.34,278.5,tampines hub halal food
Location / mall / area local (pSEO),tampines mall halal food,600,0,0.25,450,Informational,"Informational,Branded,Local","Local pack,Video preview",12.6,278.5,tampines mall halal food
Location / mall / area local (pSEO),orchard halal food,600,0,0.25,1200,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview",5.57,278.5,halal food orchard
Location / mall / area local (pSEO),plq halal food,600,0,0.05,700,Commercial,"Informational,Commercial,Branded,Local","Thumbnail,Local pack,Video preview",12.17,278.5,plq halal food
Location / mall / area local (pSEO),paya lebar halal food,600,0,0.25,500,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview",12.0,278.5,paya lebar halal food
Location / mall / area local (pSEO),halal food in orchard,600,0,0.25,300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview",8.82,278.5,halal food orchard
Location / mall / area local (pSEO),halal food at orchard,500,0,0.25,1200,Commercial,"Informational,Commercial,Non-branded,Local","Video preview,Sitelinks,Discussions,People also ask",9.62,278.5,halal food orchard
Location / mall / area local (pSEO),funan halal food,500,0,0.35,500,Commercial,"Informational,Commercial,Branded,Local","Video preview,Thumbnail,Knowledge panel,People also ask",12.16,270.8,funan halal food
Location / mall / area local (pSEO),plaza singapura halal food,500,0,0.30,450,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask,Video preview",8.29,270.8,plaza singapura halal food
Location / mall / area local (pSEO),halal food tampines,500,0,0.25,500,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Video preview",11.53,270.8,halal food tampines
Location / mall / area local (pSEO),halal food northpoint,400,0,0.15,600,Commercial,"Informational,Commercial,Branded,Local","Local pack,People also ask",12.66,261.3,halal food northpoint
Location / mall / area local (pSEO),bugis junction halal food,400,0,0.30,600,Commercial,"Informational,Commercial,Branded,Local","Thumbnail,People also ask,Knowledge panel,Sitelinks",8.56,261.3,bugis junction halal food
Location / mall / area local (pSEO),halal food suntec,400,0,0.30,1000,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview,Thumbnail",7.78,270.8,suntec halal food
Location / mall / area local (pSEO),halal food jem,400,0,0.20,800,Commercial,"Informational,Commercial,Branded,Local","Local pack,Sitelinks,Discussions",12.99,261.3,jem halal food
Location / mall / area local (pSEO),halal food at bugis,400,0,0.35,1000,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,People also ask,Video preview",8.93,270.8,bugis halal food
Location / mall / area local (pSEO),halal food at jewel,350,0,0.25,25000,Informational,"Informational,Branded,Local",Local pack,3.81,409.7,jewel food
Location / mall / area local (pSEO),ion halal food,350,0,0.15,350,Informational,"Informational,Branded,Local","Local pack,People also ask",10.3,255.6,ion halal food
Location / mall / area local (pSEO),downtown east halal food,350,0,0.30,200,Commercial,"Informational,Commercial,Branded,Local",People also ask,9.84,255.6,downtown east halal food
Location / mall / area local (pSEO),raffles city halal food,350,0,0.30,200,Informational,"Informational,Branded,Local","Local pack,Sitelinks,Thumbnail",10.69,255.6,raffles city halal food
Location / mall / area local (pSEO),mbs halal food,300,1,0.30,1200,Informational,"Informational,Branded,Local",Local pack,8.14,276.0,mbs halal food
Location / mall / area local (pSEO),yishun halal food,300,0,0.15,300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks,Video preview",9.26,249.1,halal food yishun
Location / mall / area local (pSEO),halal food bugis junction,300,0,0.30,600,Commercial,"Informational,Commercial,Branded,Local",Local pack,11.31,249.1,bugis junction halal food
Location / mall / area local (pSEO),parkway parade halal food,300,0,0.60,200,Informational,"Informational,Branded,Local","Local pack,Discussions",10.96,249.1,parkway parade halal food
Location / mall / area local (pSEO),jurong east halal food,300,0,0.25,350,Informational,"Informational,Non-branded,Local",,9.62,249.1,halal food jurong east
Location / mall / area local (pSEO),vivocity food halal,300,2,0.40,33000,Informational,"Informational,Branded,Local","Local pack,People also ask",12.71,414.1,vivocity food
Location / mall / area local (pSEO),star vista halal food,300,0,0.40,500,Informational,"Informational,Branded,Local","Local pack,People also ask",9.27,249.1,star vista directory
Location / mall / area local (pSEO),halal food at jem,300,0,0.20,1200,Informational,"Informational,Branded,Local","AI Overview,Thumbnail,Local pack,Sitelinks,Discussions",11.02,278.5,jem halal food
Location / mall / area local (pSEO),halal food at arab street,300,0,0.35,700,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Sitelinks",8.28,255.6,arab street halal food
Location / mall / area local (pSEO),clementi mall halal food,300,0,0.45,200,Informational,"Informational,Branded,Local","Local pack,Video preview",10.1,249.1,clementi mall halal food
Location / mall / area local (pSEO),city hall halal food,300,6,0.25,100,Informational,"Informational,Non-branded,Local","Local pack,People also ask",8.89,235.5,city hall halal food
Location / mall / area local (pSEO),halal food in bugis,250,0,0.35,1000,Commercial,"Informational,Commercial,Non-branded,Local",,8.52,270.8,bugis halal food
Location / mall / area local (pSEO),bedok mall halal food,250,0,0.20,300,Commercial,"Informational,Commercial,Branded,Local","Local pack,Video preview",11.86,241.5,bedok mall halal food
Location / mall / area local (pSEO),waterway point halal food,250,0,0.25,400,Commercial,"Informational,Commercial,Branded,Local","AI Overview,Thumbnail,Knowledge panel,People also ask",8.16,241.5,waterway point halal food
Location / mall / area local (pSEO),vivocity halal,250,7,0.30,33000,Commercial,"Informational,Commercial,Branded,Local",Local pack,13.13,394.9,vivocity food
Location / mall / area local (pSEO),tiong bahru bakery halal,250,0,0.45,23000,Commercial,"Informational,Commercial,Non-branded,Local","AI Overview,Thumbnail,People also ask",8.98,406.1,tiong bahru bakery
Location / mall / area local (pSEO),paya lebar square halal food,250,0,0.50,300,Commercial,"Informational,Commercial,Non-branded,Local","Local pack,Thumbnail",5.05,241.5,paya lebar square halal food
